user_id,device_type,traffic_source,location,cart_value,discount_pct,page_load_seconds,is_purchase
1,mobile,paid_social,UK,77.56,8.102544445938507,2.78,0
2,mobile,email,AE,84.35,4.844245222700571,3.21,0
3,mobile,direct,SG,71.91,7.430033067021357,2.41,0
4,desktop,organic_search,AE,64.76,5.117363630512734,3.48,0
5,desktop,organic_search,US,51.58,13.25892560983117,2.07,0
6,mobile,organic_search,AE,87.63,1.2570650808660009,2.45,0
7,mobile,organic_search,IN,68.3,10.976518390630034,3.44,0
8,desktop,organic_search,US,52.33,4.483286283990332,3.35,0
9,mobile,direct,AE,61.76,7.821676920609569,2.38,0
10,mobile,organic_search,US,73.41,0.0,1.21,1
11,tablet,direct,IN,89.75,4.398293919940738,2.57,0
12,desktop,email,US,76.44,6.823043745617186,3.06,0
13,mobile,organic_search,US,104.27,2.8674216740628946,2.1,0
14,mobile,organic_search,UK,91.76,21.98038535015072,6.01,0
15,mobile,paid_social,IN,78.14,9.04819097776787,1.66,0
16,desktop,direct,SG,94.65,7.004226408765088,1.5,0
17,mobile,paid_social,SG,56.94,15.589438077245465,3.22,0
18,desktop,email,IN,78.45,19.47454753846261,2.98,0
19,desktop,direct,AE,78.66,2.653185809676998,1.3,0
20,desktop,organic_search,US,103.11,4.631637886265041,3.51,0
21,mobile,organic_search,IN,34.0,9.707689588419292,1.87,0
22,mobile,direct,SG,65.32,8.033961433828235,3.9,0
23,desktop,email,IN,53.31,10.542938689767245,3.05,0
24,mobile,email,SG,81.31,17.2351217253294,2.0,0
25,mobile,organic_search,US,119.22,6.823363435803557,1.84,0
26,mobile,email,US,111.74,27.43040301544244,1.51,0
27,desktop,email,IN,83.7,7.743063572619405,2.65,0
28,desktop,organic_search,IN,78.11,12.110538450395222,2.86,0
29,mobile,organic_search,IN,59.74,3.3255311680994923,4.11,0
30,mobile,email,UK,80.27,10.314800790137461,2.48,0
31,mobile,paid_social,UK,80.92,7.768512512072261,0.87,0
32,mobile,paid_social,IN,68.31,17.800267568193753,3.44,0
33,desktop,paid_social,SG,69.07,10.399274895155228,2.03,0
34,mobile,organic_search,AE,90.02,20.92387694588081,3.6,0
35,desktop,email,SG,61.02,3.917695801357606,2.84,0
36,desktop,direct,IN,83.28,19.697258089907244,0.8,0
37,desktop,organic_search,AE,96.37,11.39726812082301,3.06,0
38,mobile,paid_social,IN,53.83,9.249945818082534,4.43,0
39,tablet,direct,US,92.14,15.05092040134037,3.41,0
40,mobile,direct,IN,77.16,17.85730410916316,1.04,0
41,desktop,paid_social,US,80.53,1.5234046966458017,0.8,0
42,mobile,organic_search,SG,61.75,10.829448592352092,3.64,0
43,mobile,organic_search,IN,91.41,7.637552966652567,3.37,0
44,desktop,organic_search,IN,45.36,0.0,2.05,0
45,mobile,email,SG,73.62,18.121515337416383,2.9,0
46,mobile,organic_search,SG,109.42,1.7069109077377593,3.23,0
47,desktop,email,SG,61.91,12.567342644169504,2.59,0
48,tablet,paid_social,US,82.67,9.21317481877993,3.18,0
49,desktop,organic_search,IN,81.28,4.999787164303566,1.05,1
50,mobile,paid_social,IN,66.86,8.29381697175943,3.0,0
51,mobile,paid_social,US,103.66,10.549121069039249,3.44,0
52,mobile,direct,IN,88.31,16.51172202667546,3.2,0
53,desktop,organic_search,IN,45.1,18.183173378883456,3.78,0
54,mobile,email,UK,63.81,12.790481257001836,1.08,0
55,mobile,organic_search,IN,107.58,4.179102882091525,1.82,0
56,mobile,paid_social,IN,66.03,12.714003703858832,1.08,1
57,mobile,paid_social,IN,79.95,8.92464024730147,2.52,0
58,mobile,organic_search,IN,86.13,11.778508004851957,5.04,0
59,tablet,direct,UK,73.59,12.005770770986286,2.86,1
60,desktop,email,US,73.64,11.572214872446287,1.81,0
61,tablet,direct,US,26.8,3.061914038408003,2.48,0
62,mobile,organic_search,SG,107.22,2.665754124760581,3.07,0
63,mobile,paid_social,IN,64.59,14.875607726521867,3.07,0
64,mobile,direct,IN,85.82,14.57755889402162,3.29,0
65,mobile,organic_search,IN,83.93,5.160406574155765,1.39,0
66,mobile,organic_search,IN,75.64,11.613480686071606,2.12,0
67,desktop,paid_social,UK,107.22,25.295967715642018,2.35,0
68,mobile,organic_search,UK,88.98,22.316109891675346,2.99,0
69,mobile,email,SG,111.96,8.954963597170252,4.63,0
70,desktop,organic_search,US,74.65,4.585461431244925,2.42,0
71,desktop,email,US,60.72,2.099018733650551,3.72,0
72,mobile,organic_search,US,71.66,14.900655203204746,3.49,0
73,mobile,email,UK,65.42,14.744810327073935,4.45,0
74,tablet,paid_social,US,58.47,5.305501996231325,0.8,0
75,mobile,paid_social,IN,56.79,13.35129375564534,2.56,0
76,desktop,email,IN,67.98,3.8663183101160232,2.69,1
77,mobile,organic_search,IN,52.2,3.2827847483768426,3.29,0
78,desktop,organic_search,UK,30.05,16.010472385909043,4.11,0
79,mobile,direct,IN,57.14,10.068707750023927,2.47,0
80,mobile,email,IN,92.1,13.83775845698741,3.29,0
81,mobile,paid_social,IN,49.4,20.090899715804944,4.7,0
82,desktop,organic_search,AE,73.98,9.52162261685915,4.78,0
83,mobile,email,US,85.22,12.347587959599409,0.83,0
84,mobile,organic_search,AE,100.75,16.5998779020525,2.65,0
85,mobile,organic_search,SG,66.96,11.464626333870113,3.1,0
86,desktop,email,UK,75.58,10.185503668196194,2.67,0
87,mobile,direct,US,59.94,4.633923723534828,2.44,0
88,mobile,organic_search,UK,73.13,10.786346956276866,3.2,0
89,mobile,direct,US,65.2,15.451608159352666,2.83,0
90,mobile,organic_search,IN,55.36,1.346205186643532,2.74,0
91,desktop,organic_search,IN,54.84,14.34569606473737,2.87,0
92,desktop,direct,UK,93.95,3.3333705944946512,1.51,0
93,desktop,paid_social,US,58.34,6.653626675028711,2.35,0
94,desktop,email,US,72.05,19.529656642895574,2.12,1
95,desktop,organic_search,SG,98.15,18.617810539379747,3.38,1
96,desktop,email,UK,70.35,10.454279727741001,2.81,1
97,tablet,organic_search,US,92.73,12.944600253962914,4.12,0
98,desktop,email,SG,51.75,5.727387748726367,4.31,0
99,mobile,direct,IN,74.29,1.8115500867906071,2.52,0
100,mobile,organic_search,IN,55.01,3.7504742042723684,4.02,0
101,mobile,email,IN,82.49,13.791888902568372,1.26,0
102,mobile,email,US,110.89,17.88884722903543,2.68,0
103,mobile,paid_social,UK,60.41,7.513161604984849,3.5,0
104,desktop,direct,AE,41.9,3.729737742482186,1.68,0
105,desktop,organic_search,AE,31.4,10.216359560786772,2.79,0
106,mobile,direct,IN,94.72,6.653371924063459,3.69,0
107,desktop,paid_social,US,85.85,4.266248995591613,3.28,0
108,mobile,direct,US,83.22,10.710087480329227,3.29,0
109,desktop,email,UK,103.9,9.535862921074875,2.58,1
110,desktop,organic_search,US,103.71,11.462514882409888,2.63,0
111,desktop,email,AE,88.06,8.33979945948572,2.14,0
112,mobile,direct,AE,73.66,19.47511301788979,3.34,0
113,tablet,paid_social,US,53.05,14.204338941157514,1.31,0
114,mobile,paid_social,SG,51.96,8.557376817577943,2.91,0
115,desktop,organic_search,US,70.28,8.89494552090867,2.5,0
116,mobile,email,US,102.63,9.010373347622687,4.22,0
117,mobile,paid_social,SG,75.29,14.140626548584073,3.32,0
118,mobile,email,IN,104.46,0.0,1.24,0
119,desktop,direct,US,111.03,7.529503493892104,2.4,0
120,mobile,paid_social,IN,43.0,5.428153250138453,2.96,0
121,desktop,paid_social,IN,68.68,12.192182452382605,3.47,1
122,mobile,email,IN,104.7,3.6503136949741766,1.35,0
123,desktop,organic_search,UK,92.74,7.0655351912864575,2.6,0
124,desktop,organic_search,AE,74.11,17.743382573927043,3.25,0
125,tablet,organic_search,US,86.19,13.397126551448999,2.2,0
126,tablet,paid_social,US,86.41,13.709144287991805,4.51,1
127,mobile,paid_social,US,38.85,8.970612938701912,1.08,0
128,mobile,paid_social,US,109.79,7.106605127782474,3.9,0
129,mobile,direct,IN,88.0,13.5613281694334,4.49,0
130,tablet,paid_social,UK,82.27,8.691825231373468,4.11,0
131,mobile,paid_social,IN,115.07,14.945197718775177,2.99,0
132,mobile,paid_social,US,43.49,6.031498646159104,1.53,0
133,mobile,paid_social,IN,90.08,8.493384471778525,0.8,0
134,mobile,paid_social,US,61.5,12.423724124413669,3.42,0
135,desktop,paid_social,US,74.56,0.6226939279609027,3.05,0
136,mobile,organic_search,IN,80.4,12.471829492760524,4.85,0
137,mobile,direct,US,54.35,23.859066532540467,3.16,0
138,desktop,email,IN,49.16,12.115763223503034,4.9,0
139,mobile,email,US,92.24,7.721880849144633,3.21,0
140,mobile,direct,SG,42.89,9.854215697375107,3.2,0
141,mobile,paid_social,UK,17.66,8.095368670973908,2.62,0
142,mobile,paid_social,IN,56.68,5.968527857921939,4.43,0
143,desktop,organic_search,IN,46.8,17.095184450515944,2.44,0
144,desktop,organic_search,US,85.26,7.48690753644977,5.25,0
145,tablet,paid_social,IN,75.56,8.69664305068794,2.57,0
146,mobile,direct,US,89.91,8.374431219053152,1.78,0
147,mobile,paid_social,US,50.05,16.725043908419,2.07,0
148,desktop,direct,IN,105.33,8.160606272277654,2.15,0
149,mobile,direct,SG,120.99,10.544455382513037,4.76,0
150,mobile,email,IN,75.81,2.281639989497817,1.3,0
151,desktop,direct,IN,71.18,9.023206020204357,5.11,0
152,desktop,organic_search,IN,81.6,14.665657181671216,1.91,0
